ICAO;NAME;ELEVEATION IN FT;RWY;LENGTH;RWY;LENGTH;RWY;LENGTH;RWY;LENGTH;RWY;LENGTH;RWY;LENGTH;RWY;LENGTH;RWY;LENGTH
RPVT;TAGBILARAN PRINCIPAL;45;17;5833;35;5833;;;;;;;;;;;;
RPVU;ROMBLON;10;3;4324;21;4324;;;;;;;;;;;;
RPVW;BORONGAN COMMUNITY;7;2;3937;20;3937;;;;;;;;;;;;
RPVY;CATBALOGAN COMMUNITY;49;13;3937;31;3937;;;;;;;;;;;;
SAAC;COMODORO PIERRESTEGUI;112;3;5249;21;5249;;;;;;;;;;;;
SAAG;GUALEGUAYCHU;75;1;4364;19;4364;;;;;;;;;;;;
SAAI;PUNTA INDIO NS;52;5;6955;7;4593;12;3937;23;6955;25;4593;30;3937;;;;
SAAN;PERGAMINO;236;4;3937;13;2854;22;3937;31;2854;;;;;;;;
SAAP;GEN URQUIZA;233;2;6890;20;6890;;;;;;;;;;;;
SAAR;ISLAS MALVINAS;85;2;9843;20;9843;;;;;;;;;;;;
SAAV;SAUCE VIEJO;59;3;7628;21;7628;;;;;;;;;;;;
SABE;JORGE NEWBERY AEROPARQUE;18;13;6890;31;6890;;;;;;;;;;;;
SACA;CAPITAN D. OMAR DARIO GELLARDI;1594;16;4232;34;4232;;;;;;;;;;;;
SACC;LA CUMBRE;3733;14;4101;32;4101;;;;;;;;;;;;
SACD;CORONEL OLMEDO;1416;4;3806;22;3806;;;;;;;;;;;;
SACO;ING AER A L V TARAVELLA;1604;5;7218;18;10499;23;7218;36;10499;;;;;;;;
SADF;SAN FERNANDO INTL;11;5;5545;23;5545;;;;;;;;;;;;
SADJ;MARIANO MORENO;105;16;7874;34;7874;;;;;;;;;;;;
SADL;LA PLATA;72;2;4682;20;4682;;;;;;;;;;;;
SADM;MORON;95;2;9242;20;9242;;;;;;;;;;;;
SADP;EL PALOMAR;59;17;6923;35;6923;;;;;;;;;;;;
SADQ;QUILMES;7;17;3281;35;3281;;;;;;;;;;;;
SADR;MERLO;49;7;2789;16;3445;18;2297;25;2789;34;3445;36;2297;;;;
SADZ;MATANZA;9;9;2133;17;3396;27;2133;35;3396;;;;;;;;
SAEZ;EZEIZA INTL MINISTRO PISTARINI;67;11;10827;17;10187;29;10827;35;10187;;;;;;;;
SAFR;RAFAELA;325;01R;4518;19L;4518;;;;;;;;;;;;
SAHR;GENERAL ROCA;852;9;7073;27;7073;;;;;;;;;;;;
SAHZ;ZAPALA;3556;9;7218;27;7218;;;;;;;;;;;;
SAMA;GENERAL ALVEAR;1489;17;4921;35;4921;;;;;;;;;;;;
SAME;EL PLUMERILLO;2310;18;9301;36;9301;;;;;;;;;;;;
SAMM;COM RICARDO SALOMON;4692;9;5574;14;8694;27;5574;32;8694;;;;;;;;
SAMP;LA PAZ;200;1;1641;8;3543;13;2953;19;1641;26;3543;31;2953;;;;
SAMR;S.A. SANTIAGO GERMANO;2474;11;7719;29;7719;;;;;;;;;;;;
SANC;CATAMARCA;1556;2;9186;20;9186;;;;;;;;;;;;
SANE;VCOM ANGEL D. LA PAZ ARAGONEZ;658;3;7989;21;7989;;;;;;;;;;;;
SANI;TINOGASTA;3968;14;5249;32;5249;;;;;;;;;;;;
SANL;CAP VICENTE A ALMONACID;1448;3;9206;21;9206;;;;;;;;;;;;
SANO;BRIG. JUAN FANCUDO QUIROGA;3100;17;6890;35;6890;;;;;;;;;;;;
SANR;TERMAS DE RIO HONDO;920;1;8202;19;8202;;;;;;;;;;;;
SANT;BENJAMIN MATIENZO;1494;2;11483;20;11483;;;;;;;;;;;;
SANU;DOMINGO FAUSTINO SARMIENTO;1949;18;8071;36;8071;;;;;;;;;;;;
SANW;CERES;285;5;4429;23;4429;;;;;;;;;;;;
SAOC;AREA DE MATERIAL;1380;5;7431;18;6808;23;7431;36;6808;;;;;;;;
SAOD;VILLA DOLORES;1847;17;4593;35;4593;;;;;;;;;;;;
SAOL;LABOULAYE;449;18;3937;36;3937;;;;;;;;;;;;
SAOM;MARCOS JUAREZ;360;7;3937;25;3937;;;;;;;;;;;;
SAOR;VILLA REYNOLDS;1591;6;7874;10;7874;24;7874;28;7874;;;;;;;;
SAOS;STA. ROSA DE CONLARA;2020;2;8366;20;8366;;;;;;;;;;;;
SAOU;BRIG. MAYOR D. CESAR RAUL OJED;2329;1;9678;19;9678;;;;;;;;;;;;
SARC;CORRIENTES;202;2;7382;20;7382;;;;;;;;;;;;
SARE;RESISTENCIA;174;3;9088;21;9088;;;;;;;;;;;;
SARF;FORMOSA;193;4;5905;22;5905;;;;;;;;;;;;
SARI;MAYOR D CARLOS EDUARDO KRAUSE;916;13;10827;31;10827;;;;;;;;;;;;
SARL;PASO DE LOS LIBRES;230;18;7415;36;7415;;;;;;;;;;;;
SARM;MONTE CASEROS;171;18;4068;36;4068;;;;;;;;;;;;
SARP;LIBERADOR GRAL D JOSE DE SAN M;430;1;7388;19;7388;;;;;;;;;;;;
SARS;PRESIDENCIA ROQUE S. PENA;308;3;5906;21;5906;;;;;;;;;;;;
SASA;GEN. DON MARTIN MIGUEL DE GUEM;4091;2;9843;6;7874;20;9843;24;7874;;;;;;;;
SASJ;GOBERNADOR HORACIO GUZMAN;3019;16;9659;34;9659;;;;;;;;;;;;
SASO;ORAN;1171;1;4839;19;4839;;;;;;;;;;;;
SAST;GEN E MOSCONI;1473;2;8202;20;8202;;;;;;;;;;;;
SATC;CLORINDA;200;1;3281;19;3281;;;;;;;;;;;;
SATD;ELDORADO;685;1;4695;19;4695;;;;;;;;;;;;
SATG;GOYA;128;4;5577;22;5577;;;;;;;;;;;;
SATO;OBERA;1125;17;5905;35;5905;;;;;;;;;;;;
SATR;RECONQUISTA;161;2;4101;10;9186;20;4101;28;9186;;;;;;;;
SATU;CURUZU CUATIA;230;1;7054;19;7054;;;;;;;;;;;;
SAVB;EL BOLSON;1131;18;4265;36;4265;;;;;;;;;;;;
SAVC;GEN ENRIQUE MOSCONI;189;7;9219;25;9219;;;;;;;;;;;;
SAVD;EL MAITEN;2356;2;3150;6;4961;10;3478;20;3150;24;4961;28;3478;;;;
SAVE;BRIG. GRAL. ANTONIO PARODI;2623;5;7874;8;4055;23;7874;26;4055;;;;;;;;
SAVN;ANTOINE DE SAINT EXUPERY;85;12;5906;30;5906;;;;;;;;;;;;
SAVQ;MAQUINCHAO;2913;6;3773;24;3773;;;;;;;;;;;;
SAVR;D.CASIMIRO SZLAPELIS;2286;8;4593;26;4593;;;;;;;;;;;;
SAVS;SIERRA GRANDE;689;2;4593;20;4593;;;;;;;;;;;;
SAVT;ALMIRANTE ZAR;115;7;8399;25;8399;;;;;;;;;;;;
SAVV;GOBERNADOR CASTELLO;20;2;4780;11;8366;20;4780;29;8366;;;;;;;;
SAVY;EL TEHUELCHE;433;5;8202;23;8202;;;;;;;;;;;;
SAWB;VICECOMODORO MARAMBIO;687;5;3963;23;3963;;;;;;;;;;;;
SAWC;EL CALAFATE;647;7;8366;25;8366;;;;;;;;;;;;
SAWD;PUERTO DESEADO;268;6;4921;24;4921;;;;;;;;;;;;
SAWE;RIO GRANDE;65;8;6562;26;6562;;;;;;;;;;;;
SAWG;NORBERTO FERNANDEZ;62;7;11644;25;11644;;;;;;;;;;;;
SAWH;MALVINAS ARGENTINAS;102;7;9186;25;9186;;;;;;;;;;;;
SAWJ;CAP. D. JOSE D. VASQUEZ;203;7;6562;25;6562;;;;;;;;;;;;
SAWM;RIO MAYO;1784;9;4921;27;4921;;;;;;;;;;;;
SAWP;PERITO MORENO;1410;10;5577;28;5577;;;;;;;;;;;;
SAWR;GOBERNADOR GREGORES;1167;9;4921;27;4921;;;;;;;;;;;;
SAWS;JOSE DE SAN MARTIN;2407;6;3937;9;4921;24;3937;27;4921;;;;;;;;
SAWT;28 DE NOVIEMBRE;895;6;5741;14;3937;24;5741;32;3937;;;;;;;;
SAWU;SANTA CRUZ;364;7;6562;25;6562;;;;;;;;;;;;
SAZA;AZUL;478;9;1969;17;4593;27;1969;35;4593;;;;;;;;
SAZB;COMANDANTE ESPORA;248;6;6496;17L;7907;17R;4915;24;6496;35L;4915;35R;7907;;;;
SAZC;BRIG D HECTOR EDUARDO RUIZ;767;17;4265;35;4265;;;;;;;;;;;;
SAZE;PIGUE;1024;4;3642;18;4856;22;3642;36;4856;;;;;;;;
SAZF;OLAVARRIA;551;4;7218;13;3478;22;7218;31;3478;;;;;;;;
SAZG;GENERAL PICO;458;16;7710;34;7710;;;;;;;;;;;;
SAZH;TRES ARROYOS;400;4;2461;14;2953;18;3934;22;2461;32;2953;36;3934;;;;
SAZI;BOLIVAR;308;2;3937;20;3937;;;;;;;;;;;;
SAZJ;JUAREZ;695;8;3379;18;3478;26;3379;36;3478;;;;;;;;
SAZL;SANTA TERESITA;9;17;4921;35;4921;;;;;;;;;;;;
SAZM;ASTOR PIAZZOLLA;71;13;7218;31;7218;;;;;;;;;;;;
SAZN;PRESIDENTE PERON;895;9;8432;27;8432;;;;;;;;;;;;
SAZO;NECOCHEA;72;13;2621;17;3609;18;4921;31;2621;35;3609;36;4921;;;;
SAZQ;RIO COLORADO;275;5;4528;11;2231;23;4528;29;2231;;;;;;;;
SAZR;SANTA ROSA;623;1;7546;19;7546;;;;;;;;;;;;
SAZS;S C DE BARILOCHE;2762;11;7703;29;7703;;;;;;;;;;;;
SAZT;HEROES DE MALVINAS;576;1;8366;19;8366;;;;;;;;;;;;
SAZV;VILLA GESELL;32;11;5709;29;5709;;;;;;;;;;;;
SAZW;CUTRAL-CO;2132;3;4052;7;5558;21;4052;25;5558;;;;;;;;
SAZX;NUEVE DE JULIO;246;13;3934;17;2621;31;3934;35;2621;;;;;;;;
SAZY;AVIADOR C. CAMPOS;2589;6;8202;24;8202;;;;;;;;;;;;
SBAA;CONCEICAO DO ARAGUAIA;653;8;5905;26;5905;;;;;;;;;;;;
SBAC;ARACATI;117;9;5906;27;5906;;;;;;;;;;;;
SBAE;BAURU-AREALVA;1961;17;6594;35;6594;;;;;;;;;;;;
SBAF;CAMPO DELIO JARDIM DE MATTOS;112;8;6565;26;6565;;;;;;;;;;;;
SBAN;ANAPOLIS AIR BASE;3732;06L;10827;06R;7326;24L;7326;24R;10827;;;;;;;;
SBAQ;ARARAQUARA;2333;17;5906;35;5906;;;;;;;;;;;;
SBAR;SANTA MARIA INTL;23;11;7218;29;7218;;;;;;;;;;;;
SBAT;ALTA FLORESTA;948;4;8202;22;8202;;;;;;;;;;;;
SBAU;ARACATUBA;1362;5;6955;23;6955;;;;;;;;;;;;
SBAV;USINA PORTO PRIMAVERA;1067;8;4921;26;4921;;;;;;;;;;;;
SBAX;ROMEU ZEMA;3278;16;6234;34;6234;;;;;;;;;;;;
SBBE;VAL DE CANS/JULIO CEZAR RIBEIR;56;2;6004;6;9186;20;6004;24;9186;;;;;;;;
SBBG;CMTE GUSTAVO KRAEMER;611;6;4921;14;3770;24;4921;32;3770;;;;;;;;
SBBH;PAMPULHA-CARLOS DRUMMOND DE AN;2589;13;7756;31;7756;;;;;;;;;;;;
SBBI;BACACHERI;3059;18;4560;36;4560;;;;;;;;;;;;
SBBP;ARTHUR SIQUEIRA;2887;16;3937;34;3937;;;;;;;;;;;;
SBBQ;MAJ BRIG DOORGAL BORGES;3658;18;5774;36;5774;;;;;;;;;;;;
SBBR;PRES JUSCELINO KUBITSCHEK INTL;3497;11L;10499;11R;10827;29L;10827;29R;10499;;;;;;;;
SBBU;BAURU;2025;14;4925;32;4925;;;;;;;;;;;;
SBBV;ATLAS BRAZIL CANTANHEDE INTL;276;8;8858;26;8858;;;;;;;;;;;;
SBBW;BARRA DO GARCAS;1148;7;5243;25;5243;;;;;;;;;;;;
SBBZ;UMBERTO MODIANO;10;7;4265;25;4265;;;;;;;;;;;;
SBCA;CASCAVEL;2481;15;5840;33;5840;;;;;;;;;;;;
SBCB;CABO FRIO;23;10;8366;28;8366;;;;;;;;;;;;
SBCC;CAMPO DE PROVAS BRIG. VELOSO;1764;12;8527;30;8527;;;;;;;;;;;;
SBCD;CACADOR;3376;2;5331;20;5331;;;;;;;;;;;;
SBCF;TANCREDO NEVES INTL;2713;16;9843;34;9843;;;;;;;;;;;;
SBCG;CAMPO GRANDE INTL;1835;6;8530;24;8530;;;;;;;;;;;;
SBCH;SERAFIN ENOSS BERTASO;2154;11;6768;29;6768;;;;;;;;;;;;
SBCI;BRIG LYSIAS A RODRIGUES;564;11;5906;29;5906;;;;;;;;;;;;
SBCJ;CARAJAS;2064;10;6562;28;6562;;;;;;;;;;;;
SBCM;FORQUILHINHA-CRICIUMA;92;9;4882;27;4882;;;;;;;;;;;;
SBCN;CALDAS NOVAS;2247;9;6447;27;6447;;;;;;;;;;;;
SBCO;CANOAS;26;13;9026;31;9026;;;;;;;;;;;;
SBCP;BARTOLOMEU LISANDRO;57;7;5066;25;5066;;;;;;;;;;;;
SBCR;CORUMBA INTL;463;9;4921;27;4921;;;;;;;;;;;;
SBCT;AFONSO PENA INTL;2989;11;5899;15;7277;29;5899;33;7277;;;;;;;;
SBCX;CAMPO DOS BUGRES;2474;15;5479;33;5479;;;;;;;;;;;;
SBCY;MARECHAL RONDON INTL;617;17;7546;35;7546;;;;;;;;;;;;
SBCZ;CRUZEIRO DO SUL-INTL;636;10;7874;28;7874;;;;;;;;;;;;
SBDB;BONITO;1096;18;6562;36;6562;;;;;;;;;;;;
SBDN;PRESIDENTE PRUDENTE;1483;12;6890;30;6890;;;;;;;;;;;;
SBDO;DOURADOS;1503;6;6398;24;6398;;;;;;;;;;;;
SBEG;EDUARDO GOMES INTL;264;11;8858;29;8858;;;;;;;;;;;;
SBEK;JACAREACANGA;325;8;5249;26;5249;;;;;;;;;;;;
SBES;SAO PEDRO DA ALDEIA;62;7;5906;25;5906;;;;;;;;;;;;
SBFE;JOAO DURVAL CARNEIRO;783;13;4921;31;4921;;;;;;;;;;;;
SBFI;CATARATAS INTL;787;14;7201;32;7201;;;;;;;;;;;;
SBFL;HERCILIO LUZ INTL;17;3;4921;14;7530;21;4921;32;7530;;;;;;;;
SBFN;FERNANDO DE NORONHA;193;12;6053;30;6053;;;;;;;;;;;;
SBFZ;PINTO MARTINS INTL;82;13;8350;31;8350;;;;;;;;;;;;
SBGL;GALEAO-ANTONIO C JOBIM INTL;28;10;13123;15;10433;28;13123;33;10433;;;;;;;;
SBGM;GUAJARA MIRIM;478;17;5889;35;5889;;;;;;;;;;;;
SBGO;SANTA GENOVEVA;2451;14;8202;32;8202;;;;;;;;;;;;
SBGP;UNIDADE GAVIAO PEIXOTO;1998;2;9843;20;9843;;;;;;;;;;;;
SBGR;GUARULHOS-GOV ANDRE FRANCO MON;2461;09L;12139;09R;9843;27L;9843;27R;12139;;;;;;;;
SBGU;TANCREDO THOMAS DE FARIA;3494;8;5315;26;5315;;;;;;;;;;;;
SBGV;GOVERNADOR VALADARES;561;7;4593;25;4593;;;;;;;;;;;;
SBGW;GUARATINGUETA;1762;2;5089;20;5089;;;;;;;;;;;;
SBHT;ALTAMIRA;369;7;6572;25;6572;;;;;;;;;;;;
SBIC;ITACOATIARA;141;14;4970;32;4970;;;;;;;;;;;;
SBIH;ITAITUBA;108;5;5266;23;5266;;;;;;;;;;;;
SBIL;ILHEUS/BAHIA-JORGE AMADO;15;11;5174;29;5174;;;;;;;;;;;;
SBIP;USIMINAS;784;5;6575;23;6575;;;;;;;;;;;;
SBIT;HIDROELETRICA;1630;18;5748;36;5748;;;;;;;;;;;;
SBIZ;PREFEITO RENATO MOREIRA;430;7;5899;25;5899;;;;;;;;;;;;
SBJA;REGIONAL SUL;115;5;8199;23;8199;;;;;;;;;;;;
SBJC;BRIGADEIRO PROTASIO DE OLIVEIR;52;16;3629;34;3629;;;;;;;;;;;;
SBJD;JUNDIAI;2484;18;4593;36;4593;;;;;;;;;;;;
SBJE;COMANDANTE ARISTON PESSOA;89;8;7218;26;7218;;;;;;;;;;;;
SBJF;FRANCISCO DE ASSIS;2989;3;5036;21;5036;;;;;;;;;;;;
SBJI;JI-PARANA;597;3;5906;21;5906;;;;;;;;;;;;
SBJP;PRESIDENTE CASTRO PINTO INTL;217;16;8251;34;8251;;;;;;;;;;;;
SBJR;JACAREPAGUA - ROBERTO MARINHO;10;3;2953;21;2953;;;;;;;;;;;;
SBJU;ORLANDO BEZERRA DE MENEZES;1392;13;5906;31;5906;;;;;;;;;;;;
SBJV;LAURO CARNEIRO DE LOYOLA;15;15;5381;33;5381;;;;;;;;;;;;
SBKG;PRESIDENTE JOAO SUASSUNA;1646;15;5249;33;5249;;;;;;;;;;;;
SBKP;VIRACOPOS INTL;2170;15;10630;33;10630;;;;;;;;;;;;
SBLE;HORACIO DE MATTOS;1660;14;6831;32;6831;;;;;;;;;;;;
SBLJ;LAGES;3064;17;5026;35;5026;;;;;;;;;;;;
SBLO;GOVERNADOR JOSE RICHA;1869;13;6890;31;6890;;;;;;;;;;;;
SBLP;BOM JESUS DA LAPA;1453;18;3973;36;3973;;;;;;;;;;;;
SBLS;LAGOA SANTA;2795;13;6037;31;6037;;;;;;;;;;;;
SBMA;JOAO CORREA DA ROCHA;357;7;6562;25;6562;;;;;;;;;;;;
SBMD;MONTE DOURADO;676;8;5906;26;5906;;;;;;;;;;;;
SBME;MACAE;7;6;3937;24;3937;;;;;;;;;;;;
SBMG;REGL DE MARINGA - SILVIO NAME;1801;10;6890;28;6890;;;;;;;;;;;;
SBMK;MARIO RIBEIRO;2192;12;6890;30;6890;;;;;;;;;;;;
SBML;MARILIA;2133;3;5577;21;5577;;;;;;;;;;;;
SBMN;PONTA PELADA;259;9;6699;27;6699;;;;;;;;;;;;
SBMO;ZUMBI DOS PALMARES;389;12;8537;30;8537;;;;;;;;;;;;
SBMQ;ALBERTO ALCOLUMBRE INTL;56;8;6890;26;6890;;;;;;;;;;;;
SBMR;MANOEL RIBAS;2822;17;3937;35;3937;;;;;;;;;;;;
SBMS;DIX SEPT ROSADO;76;5;6562;23;6562;;;;;;;;;;;;
SBMT;CAMPO DE MARTE;2371;12;5249;30;5249;;;;;;;;;;;;
SBMY;MANICORE;174;5;4150;23;4150;;;;;;;;;;;;
SBNF;MINISTRO VICTOR KONDER INTL;18;7;5581;25;5581;;;;;;;;;;;;
SBNM;SANTO ANGELO;1056;11;5331;29;5331;;;;;;;;;;;;
SBNT;AUGUSTO SEVERO;171;12;5988;16L;8530;16R;5906;30;5988;34L;5906;34R;8530;;;;
SBOI;OIAPOQUE;62;3;3937;21;3937;;;;;;;;;;;;
SBPA;SALGADO FILHO INTL;10;11;7480;29;7480;;;;;;;;;;;;
SBPB;PREFEITO DR. JOAO SILVA FILHO;23;10;8202;28;8202;;;;;;;;;;;;
SBPC;POCOS DE CALDAS;4136;9;4970;27;4970;;;;;;;;;;;;
SBPF;LAURO KURTZ;2380;8;5577;26;5577;;;;;;;;;;;;
SBPJ;BRIGADEIRO LYSIAS RODRIGUES;774;14;8202;32;8202;;;;;;;;;;;;
SBPK;PELOTAS INTL;59;6;6496;15;4035;24;6496;33;4035;;;;;;;;
SBPL;SEN NILO COELHO;1260;13;10663;31;10663;;;;;;;;;;;;
SBPP;PONTA PORA INTL;2156;4;6562;22;6562;;;;;;;;;;;;
SBPR;CARLOS PRATES;3045;9;2848;27;2848;;;;;;;;;;;;
SBPS;PORTO SEGURO;168;10;6562;28;6562;;;;;;;;;;;;
SBPV;GOV J TEIXEIRA DE OLIVEIRA INT;294;1;7874;19;7874;;;;;;;;;;;;
SBQV;VITORIA DA CONQUISTA;2998;15;5823;33;5823;;;;;;;;;;;;
SBRB;PLACIDO DE CASTRO;633;6;7080;24;7080;;;;;;;;;;;;
SBRD;RONDONOPOLIS;1467;2;6070;20;6070;;;;;;;;;;;;
SBRF;GUARARAPES-GILBERTO FREYRE INT;33;18;9865;36;9865;;;;;;;;;;;;
SBRJ;SANTOS DUMONT;10;02L;4134;02R;4341;20L;4341;20R;4134;;;;;;;;
SBRP;LEITE LOPES;1805;18;6890;36;6890;;;;;;;;;;;;
SBSC;SANTA CRUZ;10;5;8990;23;8990;;;;;;;;;;;;
SBSG;GOV ALUIZIO ALVES INTL;273;12;9843;30;9843;;;;;;;;;;;;
SBSJ;PROF URBANO ERNESTO STUMPF IN;2121;15;8780;33;8780;;;;;;;;;;;;
SBSL;MARECHAL CUNHA MACHADO INTL;178;6;7825;9;4803;24;7825;27;4803;;;;;;;;
SBSM;SANTA MARIA;289;2;4593;11;8858;20;4593;29;8858;;;;;;;;
SBSN;MAESTRO WILSON FONSECA INTL;197;10;7874;28;7874;;;;;;;;;;;;
SBSO;REGIONAL DE SORRISO ADOLINO BE;1266;5;5577;23;5577;;;;;;;;;;;;
SBSP;CONGONHAS;2631;17L;4905;17R;6365;35L;6365;35R;4905;;;;;;;;
SBSR;SAO JOSE DO RIO PRETO;1785;7;5381;25;5381;;;;;;;;;;;;
SBST;BASE AEREA DE SANTOS;12;17;4560;35;4560;;;;;;;;;;;;
SBSV;DEP. L. E. MAGALHAES INTL;66;10;9852;17;4980;28;9852;35;4980;;;;;;;;
SBTA;BASE DE AVIACAO DE TAUBATE;1921;8;4921;26;4921;;;;;;;;;;;;
SBTB;TROMBETAS;287;9;5249;27;5249;;;;;;;;;;;;
SBTC;HOTEL TRANSAMERICA;23;2;6562;20;6562;;;;;;;;;;;;
SBTD;TOLEDO;1844;2;5479;20;5479;;;;;;;;;;;;
SBTE;SENADOR PETRONIO PORTELLA;220;2;7218;20;7218;;;;;;;;;;;;
SBTF;TEFE;188;15;7218;33;7218;;;;;;;;;;;;
SBTG;TRES LAGOAS;1063;7;6562;25;6562;;;;;;;;;;;;
SBTK;TARAUACA;646;14;3707;32;3707;;;;;;;;;;;;
SBTL;TELEMACO BORBA;2610;2;5906;20;5906;;;;;;;;;;;;
SBTR;TORRES;33;5;4922;23;4922;;;;;;;;;;;;
SBTS;TIRIOS;1137;12;6562;30;6562;;;;;;;;;;;;
SBTT;TABATINGA INTL;279;12;7054;30;7054;;;;;;;;;;;;
SBTU;TUCURUI;830;2;6562;20;6562;;;;;;;;;;;;
SBTV;PORTO SEGURO;164;15;4921;33;4921;;;;;;;;;;;;
SBUA;SAO GABRIEL DA CACHOEIRA;249;5;8530;23;8530;;;;;;;;;;;;
SBUF;PAULO AFONSO;884;14;5905;32;5905;;;;;;;;;;;;
SBUG;RUBEM BERTA;256;9;4921;27;4921;;;;;;;;;;;;
SBUL;TEN CEL AV CESAR BOMBONATO;3094;4;6890;22;6890;;;;;;;;;;;;
SBUR;MARIO DE ALMEIDA FRANCO;2654;17;5771;35;5771;;;;;;;;;;;;
SBUY;URUCU;210;9;4331;27;4331;;;;;;;;;;;;
SBVG;MAJ BRIGADEIRO TROMPOWSKY;3025;4;6890;22;6890;;;;;;;;;;;;
SBVH;VILHENA;2018;3;8530;21;8530;;;;;;;;;;;;
SBVT;EURICO DE AGUIAR SALLES;34;2;6752;6;5741;20;6752;24;5741;;;;;;;;
SBYS;CAMPO FONTENELLE;1968;02C;6923;02L;6916;02R;6240;20C;6923;20L;6240;20R;6916;;;;
SBZM;PRES ITAMAR FRANCO;1352;8;8284;26;8284;;;;;;;;;;;;
SC72;CHANDELLE;850;3;3700;21;3700;;;;;;;;;;;;
SC99;WHITEPLAINS;520;9;3000;27;3000;;;;;;;;;;;;
SCAC;PUPELDE;375;17;2625;35;2625;;;;;;;;;;;;
SCAN;SAN RAFAEL;2460;5;2467;23;2467;;;;;;;;;;;;
SCAO;LOLOL;279;8;2690;26;2690;;;;;;;;;;;;
SCAP;ALTO PALENA;897;7;2874;25;2874;;;;;;;;;;;;
SCAR;CHACALLUTA INTL;166;2;7119;20;7119;;;;;;;;;;;;
SCAS;CABO JUAN ROMAN;32;7;4265;25;4265;;;;;;;;;;;;
SCAT;DESIERTO DE ATACAMA;670;17;7218;35;7218;;;;;;;;;;;;
SCBA;BALMACEDA;1696;9;8205;09L;7218;27;8205;27R;7218;;;;;;;;
SCBE;BARRILES;3475;14;5364;32;5364;;;;;;;;;;;;
SCBQ;EL BOSQUE;1844;3;6024;21;6024;;;;;;;;;;;;
SCCB;PEDRO VILLARROEL;3002;1;2953;19;2953;;;;;;;;;;;;
SCCC;CHILE CHICO;1070;12;3937;30;3937;;;;;;;;;;;;
SCCF;EL LOA;7631;10;9974;28;9974;;;;;;;;;;;;
SCCH;GEN. BERNARDO OHIGGINS;499;4;5741;22;5741;;;;;;;;;;;;
SCCI;CARLOS IBANEZ DEL CAMPO INTL;139;1;5502;7;9153;12;7874;19;5502;25;9153;30;7874;;;;
SCCL;CALDERA;180;11;3937;29;3937;;;;;;;;;;;;
SCCM;MOLCO;479;8;2756;26;2756;;;;;;;;;;;;
SCCT;QUIVOLGO;46;6;2543;24;2543;;;;;;;;;;;;
SCCV;CURACAVI;666;10;2625;28;2625;;;;;;;;;;;;
SCCY;TENIENTE VIDAL;1020;3;5072;21;5072;;;;;;;;;;;;
SCDA;DIEGO ARACENA INTL;156;1;10991;19;10991;;;;;;;;;;;;
SCDW;ALMIRANTE SCHROEDERS;160;4;3937;12;4905;22;3937;30;4905;;;;;;;;
SCEL;ARTURO MERINO BENITEZ INTL;1555;17L;12303;17R;12467;35L;12467;35R;12303;;;;;;;;
SCEP;EL PRINCIPAL;2592;7;1739;25;1739;;;;;;;;;;;;
SCER;QUINTERO;12;2;3937;20;3937;;;;;;;;;;;;
SCES;RICARDO GARCIA POSADA;5240;9;7546;27;7546;;;;;;;;;;;;
SCFA;ANDRES SABELLA;455;1;8527;19;8527;;;;;;;;;;;;
SCFL;FUNDO LOMA LARGA;883;3;2618;21;2618;;;;;;;;;;;;
SCFM;CAPITAN FUENTES MARTINEZ;104;3;3150;9;8202;21;3150;27;8202;;;;;;;;
SCFN;RUSSFIN;600;9;4105;27;4105;;;;;;;;;;;;
SCFT;FUTALEUFU;1148;9;3110;27;3110;;;;;;;;;;;;
SCGD;CERRO GUIDO;397;7;3839;25;3839;;;;;;;;;;;;
SCGE;MARIA DOLORES;374;18;5577;36;5577;;;;;;;;;;;;
SCGZ;GUARDIAMARINA ZANARTU;88;8;4724;26;4724;;;;;;;;;;;;
SCHA;CHAMONATE;954;9;5446;27;5446;;;;;;;;;;;;
SCHR;COCHRANE;643;7;3445;25;3445;;;;;;;;;;;;
SCHT;CHAITEN;13;2;1591;20;1591;;;;;;;;;;;;
SCIC;GEN FREIRE;722;1;2625;19;2625;;;;;;;;;;;;
SCIE;CARRIEL SUR INTL;26;2;8530;20;8530;;;;;;;;;;;;
SCIM;ISLA MOCHA;20;18;2625;36;2625;;;;;;;;;;;;
SCIP;MATAVERI INTL;227;10;10827;28;10827;;;;;;;;;;;;
SCIR;ROBINSON CRUSOE;433;14;3304;32;3304;;;;;;;;;;;;
SCJO;CANAL BAJO/CARLOS H SIEBERT;187;15;6398;33;6398;;;;;;;;;;;;
SCKP;COPOSA;12468;17;10499;35;10499;;;;;;;;;;;;
SCLC;MUNICIPAL DE VITACURA;2250;7;1804;25;1804;;;;;;;;;;;;
SCLD;LLANADA GRANDE;1000;14;3642;32;3642;;;;;;;;;;;;
SCLF;CALCURRUPE;335;12;1969;30;1969;;;;;;;;;;;;
SCLL;VALLENAR;1759;10;4718;28;4718;;;;;;;;;;;;
SCMK;MELINKA;35;18;2625;36;2625;;;;;;;;;;;;
SCMZ;MARINA DE RAPEL;344;3;1640;21;1640;;;;;;;;;;;;
SCNT;TENIENTE JULIO GALLARDO;218;10;5906;28;5906;;;;;;;;;;;;
SCOH;VILLA OHIGGINS;899;16;4265;34;4265;;;;;;;;;;;;
SCON;QUELLON;42;4;3937;22;3937;;;;;;;;;;;;
SCOT;SANTA ROSA DE TABALI;797;7;4265;25;4265;;;;;;;;;;;;
